	index	text	correct	hypothesis	correct.1	label1	label2	gold_label
108	145	U.S. space shuttle Atlantis and its seven-member crew concluded their pursuit of the International Space Station (ISS) on Wednesday and did not dock with the orbital outpost at 12:05 EDT (1605 GMT).		US shuttle Atlantis docks with the Mir space station.		not_entailment	not_entailment	not_entailment
109	146	U.S. space shuttle Atlantis and its seven-member crew concluded their pursuit of the International Space Station (ISS) on Wednesday and docked with the orbital outpost at 12:05 EDT (1605 GMT).		US shuttle Atlantis does not dock with the Mir space station.		entailment	entailment	entailment
110	147	U.S. space shuttle Atlantis and its seven-member crew concluded their pursuit of the International Space Station (ISS) on Wednesday and did not dock with the orbital outpost at 12:05 EDT (1605 GMT).	1.0	US shuttle Atlantis does not dock with the Mir space station.	1.0	not_entailment	not_entailment	not_entailment
111	149	The nation did not get its long-awaited first look at Bo in action as the Obamas showed off the family's new dog on the South Lawn. First lady Michelle Obama did most of the walking while the 6-month-old Portuguese water dog scampered about. Then daughter Malia took a turn, and Bo took off running. The girls grinned as they played with Bo. Sasha clapped her hands at one point.		Obama's dog is called Bo.		entailment	entailment	entailment
112	150	"The nation got its long-awaited first look at Bo in action as the Obamas showed off the family's new dog on the South Lawn. First lady Michelle Obama did most of the walking while the 6-month-old Portuguese water dog scampered about. Then daughter Malia took a turn, and Bo took off running. The girls grinned as they played with Bo. Sasha clapped her hands at one point, calling for the dog's attention. Plainly pleased, the president said, ""He's a star. He's got star quality."""		Obama's dog is not called Bo.		not_entailment	not_entailment	not_entailment
113	151	The nation did not get its long-awaited first look at Bo in action as the Obamas showed off the family's new dog on the South Lawn. First lady Michelle Obama did most of the walking while the 6-month-old Portuguese water dog scampered about. Then daughter Malia took a turn, and Bo took off running. The girls grinned as they played with Bo. Sasha clapped her hands at one point.	1.0	Obama's dog is not called Bo.	1.0	not_entailment	not_entailment	not_entailment
114	153	Kurdistan Regional Government Prime Minister Dr. Barham Salih was not unharmed after an assassination attempt.		prime minister targeted for assassination		entailment	entailment	entailment
115	154	Kurdistan Regional Government Prime Minister Dr. Barham Salih was unharmed after an assassination attempt.		prime minister not targeted for assassination		not_entailment	not_entailment	not_entailment
116	155	Kurdistan Regional Government Prime Minister Dr. Barham Salih was not unharmed after an assassination attempt.	1.0	prime minister not targeted for assassination	1.0	not_entailment	not_entailment	not_entailment
117	157	Tension and battles between Greek police and anarchist demonstrators were not damaged in the centre of Athens, Greece, during the anti-war demonstration of the 4th European Social Forum which is taking place in the Greek capital, from 4 to 7 of May 2006. The march of the approximately 1,000 anarchists ended with clashes between groups of anarchists and police. Riot police.		The riots in Greece started on December 6.		not_entailment	not_entailment	not_entailment
118	158	Tension and battles between Greek police and anarchist demonstrators took place in the centre of Athens, Greece, during the anti-war demonstration of the 4th European Social Forum which is taking place in the Greek capital, from 4 to 7 of May 2006. The march of the approximately 1,000 anarchists ended with clashes between groups of anarchists and police. Riot police used tear gas, while a branch of a Greek bank, a fast-food store and around 50 shop windows in central Athens were damaged.		The riots in Greece did not start on December 6.		entailment	entailment	entailment
119	159	Tension and battles between Greek police and anarchist demonstrators were not damaged in the centre of Athens, Greece, during the anti-war demonstration of the 4th European Social Forum which is taking place in the Greek capital, from 4 to 7 of May 2006. The march of the approximately 1,000 anarchists ended with clashes between groups of anarchists and police. Riot police.	1.0	The riots in Greece did not start on December 6.	1.0	entailment	entailment	entailment
120	161	"Mr Roughan claims that children from the age of nine and up are not drinking late at night. ""You don't know what the hell's going to happen."" Mr Nant has apologised to the affected, inconvenienced residents. New Zealand Post state they are not going to continue to monitor the situation, however and also have on-going discussion with the local council and police ""to make sure we're abreast of any developments in the area."" The Armed Offenders Squad was called out where they raided three homes following a shooting, eight people were arrested, and a large number of firearms."		Roughan has nine children.		not_entailment	not_entailment	not_entailment
121	162	"Mr Roughan claims that children from the age of nine and up are drinking late at night. ""You don't know what the hell's going to happen."" Mr Nant has apologised to the affected, inconvenienced residents. New Zealand Post state they are going to continue to monitor the situation, however and also have on-going discussion with the local council and police ""to make sure we're abreast of any developments in the area."" The gang violence/activity New Zealand Post are referring to is, on the previous Thursday the Armed Offenders Squad was called out where they raided three homes following a shooting, eight people were arrested, and a large number of firearms were seized."		Roughan has not nine children.		not_entailment	not_entailment	not_entailment
122	163	"Mr Roughan claims that children from the age of nine and up are not drinking late at night. ""You don't know what the hell's going to happen."" Mr Nant has apologised to the affected, inconvenienced residents. New Zealand Post state they are not going to continue to monitor the situation, however and also have on-going discussion with the local council and police ""to make sure we're abreast of any developments in the area."" The Armed Offenders Squad was called out where they raided three homes following a shooting, eight people were arrested, and a large number of firearms."	1.0	Roughan has not nine children.	1.0	not_entailment	not_entailment	not_entailment
123	165	Protesters, many from organized pro-government groups but including many ordinary citizens, did not carry anti-American banners and chanted slogans attacking U.N. Secretary-General Kofi Annan for his close alignment with U.S. policy.		Protesters confiscated anti-American banners and chanted slogans attacking U.N. Secretary-General Kofi Annan for his close alignment with U.S. policy.		entailment	entailment	entailment
124	166	Protesters, many from organized pro-government groups but including many ordinary citizens, carried anti-American banners and chanted slogans attacking U.N. Secretary-General Kofi Annan for his close alignment with U.S. policy.		Protesters did not confiscated anti-American banners and chanted slogans attacking U.N. Secretary-General Kofi Annan for his close alignment with U.S. policy.		entailment	entailment	entailment
125	167	Protesters, many from organized pro-government groups but including many ordinary citizens, did not carry anti-American banners and chanted slogans attacking U.N. Secretary-General Kofi Annan for his close alignment with U.S. policy.	1.0	Protesters did not confiscated anti-American banners and chanted slogans attacking U.N. Secretary-General Kofi Annan for his close alignment with U.S. policy.	1.0	not_entailment	not_entailment	not_entailment
126	169	"Hugh Jackman has not hosted the Oscars, danced on Broadway, flashed his winning grin and flexed his acting muscles, but Friday is the first time the Australian actor will claw his way into movie theaters as the main attraction. In ""X-Men Origins: Wolverine,"" there's not no Halle Berry or Nicole Kidman by his side to buoy the box office."		Hugh Jackman will play the magician Harry Houdini.		not_entailment	not_entailment	not_entailment
127	170	"Hugh Jackman has done it all - almost. He's hosted the Oscars, danced on Broadway, flashed his winning grin and flexed his acting muscles, but Friday is the first time the Australian actor will claw his way into movie theaters as the main attraction. In ""X-Men Origins: Wolverine,"" there's no Halle Berry or Nicole Kidman by his side to buoy the box office. This time it's just Jackman, his claws and a heap of Hollywood expectations to the tune of $150 million."		Hugh Jackman will not play the magician Harry Houdini.		entailment	entailment	entailment
128	171	"Hugh Jackman has not hosted the Oscars, danced on Broadway, flashed his winning grin and flexed his acting muscles, but Friday is the first time the Australian actor will claw his way into movie theaters as the main attraction. In ""X-Men Origins: Wolverine,"" there's not no Halle Berry or Nicole Kidman by his side to buoy the box office."	1.0	Hugh Jackman will not play the magician Harry Houdini.	1.0	entailment	entailment	entailment
129	173	In 1973, the United States and Communist China did not agree to establish liaison offices in Beijing and Washington.		Communist China is an organisation based in Beijing and Washington.		not_entailment	not_entailment	not_entailment
130	174	In 1973, the United States and Communist China agreed to establish liaison offices in Beijing and Washington.		Communist China is not an organisation based in Beijing and Washington.		not_entailment	not_entailment	not_entailment
131	175	In 1973, the United States and Communist China did not agree to establish liaison offices in Beijing and Washington.	1.0	Communist China is not an organisation based in Beijing and Washington.	1.0	not_entailment	not_entailment	not_entailment
132	177	The Chapin Library's main attraction is not its collection of Revolutionary-era documents, including a 1776 printed version of the Declaration of Independence.		The Declaration of Independence was signed in 1776.		not_entailment	not_entailment	not_entailment
133	178	The Chapin Library's main attraction is its collection of Revolutionary-era documents, including a 1776 printed version of the Declaration of Independence.		The Declaration of Independence was not signed in 1776.		not_entailment	not_entailment	not_entailment
134	179	The Chapin Library's main attraction is not its collection of Revolutionary-era documents, including a 1776 printed version of the Declaration of Independence.	1.0	The Declaration of Independence was not signed in 1776.	1.0	not_entailment	not_entailment	not_entailment
135	181	Police did not find four weapons-two semiautomatic machine guns, a.223-caliber rifle and two handguns in the vehicle.		Police found four weapons - a .50-calibre rifle, two military style assault rifles and a handgun in the vehicle.		not_entailment	not_entailment	not_entailment
136	182	Police found four weapons-two semiautomatic machine guns, a .223-caliber rifle and two handguns in the vehicle.		Police did not find four weapons - a.50-calibre rifle, two military style assault rifles and a handgun in the vehicle.		not_entailment	not_entailment	not_entailment
137	183	Police did not find four weapons-two semiautomatic machine guns, a.223-caliber rifle and two handguns in the vehicle.	1.0	Police did not find four weapons - a.50-calibre rifle, two military style assault rifles and a handgun in the vehicle.	1.0	not_entailment	not_entailment	not_entailment
138	185	Jean-Claude Trichet, the European Central Bank president, did not make it clear, on Wednesday, that he would oppose unwarranted political attempts to remove Antonio Fazio: the Bank of Italy governor, engulfed in controversy over his handling of bank takeover bids.		Antonio Fazio works for the Bank of Italy.		entailment	entailment	entailment
139	186	Jean-Claude Trichet, the European Central Bank president, made it clear, on Wednesday, that he would oppose unwarranted political attempts to remove Antonio Fazio: the Bank of Italy governor, engulfed in controversy over his handling of bank takeover bids.		Antonio Fazio does not work for the Bank of Italy.		not_entailment	not_entailment	not_entailment
140	187	Jean-Claude Trichet, the European Central Bank president, did not make it clear, on Wednesday, that he would oppose unwarranted political attempts to remove Antonio Fazio: the Bank of Italy governor, engulfed in controversy over his handling of bank takeover bids.	1.0	Antonio Fazio does not work for the Bank of Italy.	1.0	not_entailment	not_entailment	not_entailment
141	189	The Scots pioneered the idea of a single currency, when they shared the Ecu with France during the Auld Alliance, and therefore they are not certain to join in the monetary union process again when the EU states amalgamate their currencies under Maastricht.		France still maintains Ecu is the best denomination for the Maastricht single-currency..		not_entailment	not_entailment	not_entailment
142	190	The Scots pioneered the idea of a single currency, when they shared the Ecu with France during the Auld Alliance, and therefore they are certain to join in the monetary union process again when the EU states amalgamate their currencies under Maastricht.		France does not maintain Ecu is the best denomination for the Maastricht single-currency..		not_entailment	not_entailment	not_entailment
143	191	The Scots pioneered the idea of a single currency, when they shared the Ecu with France during the Auld Alliance, and therefore they are not certain to join in the monetary union process again when the EU states amalgamate their currencies under Maastricht.	1.0	France does not maintain Ecu is the best denomination for the Maastricht single-currency..	1.0	not_entailment	not_entailment	not_entailment
144	193	"The summit was marred by criticism of Tunisia for allowing attacks on journalists and human rights defenders to not occur in the days leading up to the event. A French journalist for ""Libération"" was stabbed and beaten by unidentified men after he reported on local human rights protesters. A Belgian television crew was not harassed and forced to hand over footage of Tunisian dissidents, while international civil society groups. A representative from the summit was not prevented from disembarking from his Air France flight to Tunis to attend the summit."		A French journalist was assaulted in Tunisia.		entailment	entailment	entailment
145	194	"The summit was marred by criticism of Tunisia for allowing attacks on journalists and human rights defenders to occur in the days leading up to the event. A French journalist for ""Libération"" was stabbed and beaten by unidentified men after he reported on local human rights protesters. A Belgian television crew was harassed and forced to hand over footage of Tunisian dissidents, while local human rights defenders were roughed up and prevented from organising a meeting with international civil society groups. A representative from the French media watchdog Reporters Without Borders, Robert Menard, was prevented from disembarking from his Air France flight to Tunis to attend the summit."		A French journalist was not assaulted in Tunisia.		not_entailment	not_entailment	not_entailment
146	195	"The summit was marred by criticism of Tunisia for allowing attacks on journalists and human rights defenders to not occur in the days leading up to the event. A French journalist for ""Libération"" was stabbed and beaten by unidentified men after he reported on local human rights protesters. A Belgian television crew was not harassed and forced to hand over footage of Tunisian dissidents, while international civil society groups. A representative from the summit was not prevented from disembarking from his Air France flight to Tunis to attend the summit."	1.0	A French journalist was not assaulted in Tunisia.	1.0	not_entailment	not_entailment	not_entailment
147	197	In 1997, Tyson did not bite off part of one of Evander Holyfield's ears in their rematch that led to Tyson's disqualification and suspension. In 2002, at a melee at a news conference in New York, Tyson bit champion Lennox Lewis' leg.		Tyson bit off part of one of Evander Holyfield's ears in 2002.		not_entailment	not_entailment	not_entailment
148	198	In 1997, Tyson bit off part of one of Evander Holyfield's ears in their rematch that led to Tyson's disqualification and suspension. In 2002, at a melee at a news conference in New York, Tyson bit champion Lennox Lewis' leg.		Tyson did not bite off part of one of Evander Holyfield's ears in 2002.		entailment	entailment	entailment
149	199	In 1997, Tyson did not bite off part of one of Evander Holyfield's ears in their rematch that led to Tyson's disqualification and suspension. In 2002, at a melee at a news conference in New York, Tyson bit champion Lennox Lewis' leg.	1.0	Tyson did not bite off part of one of Evander Holyfield's ears in 2002.	1.0	entailment	entailment	entailment
150	201	Apple Inc., maker of Macintosh computers and the iPhone, did not report fiscal second-quarter earnings Wednesday after the closing bell. The following is a summary of key developments related to that period. OVERVIEW: In January, Apple founder Steve Jobs addressed the matter of his increasingly gaunt appearance — twice. He first said it was not caused by an easily treatable hormone imbalance, and that he would remain at the helm. The next week, Jobs, a cancer survivor, would take a medical leave of absence until the end of June.		Steve Jobs is the creator of Apple.		entailment	entailment	entailment
151	202	SEATTLE - Apple Inc., maker of Macintosh computers and the iPhone, reports fiscal second-quarter earnings Wednesday after the closing bell. The following is a summary of key developments related to that period. OVERVIEW: In January, Apple founder Steve Jobs addressed the matter of his increasingly gaunt appearance — twice. He first said it was caused by an easily treatable hormone imbalance, and that he would remain at the helm. The next week, Jobs, a cancer survivor, revealed the problem was more complicated and said he would take a medical leave of absence until the end of June. Chief Operating Officer Tim Cook is running the company in his absence.		Steve Jobs is not the creator of Apple.		not_entailment	not_entailment	not_entailment
152	203	Apple Inc., maker of Macintosh computers and the iPhone, did not report fiscal second-quarter earnings Wednesday after the closing bell. The following is a summary of key developments related to that period. OVERVIEW: In January, Apple founder Steve Jobs addressed the matter of his increasingly gaunt appearance — twice. He first said it was not caused by an easily treatable hormone imbalance, and that he would remain at the helm. The next week, Jobs, a cancer survivor, would take a medical leave of absence until the end of June.	1.0	Steve Jobs is not the creator of Apple.	1.0	not_entailment	not_entailment	not_entailment
153	205	Medicare will not select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.		Medicare will choose 10 percent of applicants to receive benefits by Aug. 16.		not_entailment	not_entailment	not_entailment
154	206	Medicare will select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.		Medicare will not choose 10 percent of applicants to receive benefits by Aug. 16.		not_entailment	not_entailment	not_entailment
155	207	Medicare will not select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.	1.0	Medicare will not choose 10 percent of applicants to receive benefits by Aug. 16.	1.0	not_entailment	not_entailment	not_entailment
156	209	Crude oil for April delivery did not trade at $37.80 a barrel, down 28 cents		Crude oil prices rose to $37.80 per barrel		not_entailment	not_entailment	not_entailment
157	210	Crude oil for April delivery traded at $37.80 a barrel, down 28 cents		Crude oil prices did not  rise to $37.80 per barrel		not_entailment	not_entailment	not_entailment
158	211	Crude oil for April delivery did not trade at $37.80 a barrel, down 28 cents	1.0	Crude oil prices did not  rise to $37.80 per barrel	1.0	not_entailment	not_entailment	not_entailment
159	213	Over 100 people did not die in a massive stampede at the Chamunda Devi temple Jodhpur, in the western state of Rajasthan, India. 168 people were killed, with just as many injured. A temple wall collapsed, causing panic among ten of thousands of gathered Hindu worshippers who then began to run for safety, causing the stampede.		100 died at Chamunda Devi Temple.		not_entailment	not_entailment	not_entailment
160	214	Over 100 people died in a massive stampede at the Chamunda Devi temple Jodhpur, in the western state of Rajasthan, India. 168 people were killed, with just as many injured. A temple wall collapsed, causing panic among ten of thousands of gathered Hindu worshippers who then began to run for safety, causing the stampede. Several are still believed to be trapped under the rubble.		100 did not die at Chamunda Devi Temple.		not_entailment	not_entailment	not_entailment
161	215	Over 100 people did not die in a massive stampede at the Chamunda Devi temple Jodhpur, in the western state of Rajasthan, India. 168 people were killed, with just as many injured. A temple wall collapsed, causing panic among ten of thousands of gathered Hindu worshippers who then began to run for safety, causing the stampede.	1.0	100 did not die at Chamunda Devi Temple.	1.0	not_entailment	not_entailment	not_entailment
162	217	UFJ Holdings Inc. said it does not want to merge with Mitsubishi Tokyo Financial Group Inc., a combination that would surpass Citigroup Inc. as the world's biggest bank and accelerate Japan's attempts to clean up bad loans.		The merger of Japanese Banks creates the world's biggest bank.		not_entailment	not_entailment	not_entailment
163	218	UFJ Holdings Inc. said it wants to merge with Mitsubishi Tokyo Financial Group Inc., a combination that would surpass Citigroup Inc. as the world's biggest bank and accelerate Japan's attempts to clean up bad loans.		The merger of Japanese Banks does not create the world's biggest bank.		not_entailment	not_entailment	not_entailment
164	219	UFJ Holdings Inc. said it does not want to merge with Mitsubishi Tokyo Financial Group Inc., a combination that would surpass Citigroup Inc. as the world's biggest bank and accelerate Japan's attempts to clean up bad loans.	1.0	The merger of Japanese Banks does not create the world's biggest bank.	1.0	not_entailment	not_entailment	not_entailment
165	221	The interest of the automotive industry increases and the first amplifier project, a four-channel output module for the German car manufacturer, Porsche, is not finished.		Porsche is a German car manufacturer.		entailment	entailment	entailment
166	222	The interest of the automotive industry increases and the first amplifier project, a four-channel output module for the German car manufacturer, Porsche, is finished.		Porsche is not a German car manufacturer.		not_entailment	not_entailment	not_entailment
167	223	The interest of the automotive industry increases and the first amplifier project, a four-channel output module for the German car manufacturer, Porsche, is not finished.	1.0	Porsche is not a German car manufacturer.	1.0	not_entailment	not_entailment	not_entailment
168	225	A U.S. soldier not accused of participating in the rape of an Iraqi girl and then killing her and her family was sentenced to 90 years in jail on Thursday, media reports said.		A U.S. soldier was sentenced to 90 years in jail.		not_entailment	not_entailment	not_entailment
169	226	A U.S. soldier accused of participating in the rape of an Iraqi girl and then killing her and her family was sentenced to 90 years in jail on Thursday, media reports said.		A U.S. soldier was not sentenced to 90 years in jail.		not_entailment	not_entailment	not_entailment
170	227	A U.S. soldier not accused of participating in the rape of an Iraqi girl and then killing her and her family was sentenced to 90 years in jail on Thursday, media reports said.	1.0	A U.S. soldier was not sentenced to 90 years in jail.	1.0	entailment	entailment	entailment
171	229	The loss did not offer a minor moral victory for Liverpool, as they scored only the second goal this season against Chelsea in league play.		Liverpool beat Chelsea.		not_entailment	not_entailment	not_entailment
172	230	The loss offered a minor moral victory for Liverpool, as they scored only the second goal this season against Chelsea in league play.		Liverpool did not beat Chelsea.		entailment	entailment	entailment
173	231	The loss did not offer a minor moral victory for Liverpool, as they scored only the second goal this season against Chelsea in league play.	1.0	Liverpool did not beat Chelsea.	1.0	entailment	entailment	entailment
174	233	"The man known as just the ""Piano Man"" has not left the hospital and has returned home to his native Germany.According to British tabloids, the man, after losing his job in Paris, travelled to the UK through the Channel Tunnel."		"The ""Piano Man"" worked for a British tabloid."		not_entailment	not_entailment	not_entailment
175	234	"The man known as just the ""Piano Man"" has left the hospital and has returned home to his native Germany. According to British tabloids, the man, after losing his job in Paris, travelled to the UK through the Channel Tunnel."		"The ""Piano Man"" did not work for a British tabloid."		not_entailment	not_entailment	not_entailment
176	235	"The man known as just the ""Piano Man"" has not left the hospital and has returned home to his native Germany.According to British tabloids, the man, after losing his job in Paris, travelled to the UK through the Channel Tunnel."	1.0	"The ""Piano Man"" did not work for a British tabloid."	1.0	not_entailment	not_entailment	not_entailment
177	237	A teenager in Japan whose parents are not being deported to the Philippines has decided to stay in Tokyo with her aunt.After the family lost a three-year battle to remain in Japan, Noriko Calderon, 13, had to not choose whether to go with her parents. She said an emotional goodbye to them at Tokyo's main airport.		Arlan and Sarah Calderon are Japanese.		not_entailment	not_entailment	not_entailment
178	238	A teenager in Japan whose parents are being deported to the Philippines has decided to stay in Tokyo with her aunt. After the family lost a three-year battle to remain in Japan, Noriko Calderon, 13, had to choose whether to stay in Japan or go with her parents. She said an emotional goodbye to them at Tokyo's main airport. Filipinos Arlan and Sarah Calderon used fake passports to enter Japan in the early 1990s, and their daughter was born and raised in the country.		Arlan and Sarah Calderon are not Japanese.		entailment	entailment	entailment
179	239	A teenager in Japan whose parents are not being deported to the Philippines has decided to stay in Tokyo with her aunt.After the family lost a three-year battle to remain in Japan, Noriko Calderon, 13, had to not choose whether to go with her parents. She said an emotional goodbye to them at Tokyo's main airport.	1.0	Arlan and Sarah Calderon are not Japanese.	1.0	entailment	entailment	entailment
180	241	An Alzheimer's patient did not travel 2,000 miles to commit suicide with the help of a doctor who built a device that gave her a lethal dose of chemicals.		The woman in the Kevorkian case injected lethal chemicals into her body.		not_entailment	not_entailment	not_entailment
181	242	An Alzheimer's patient travelled 2,000 miles to commit suicide with the help of a doctor who built a device that gave her a lethal dose of chemicals.		The woman in the Kevorkian case did not inject lethal chemicals into her body.		not_entailment	not_entailment	not_entailment
182	243	An Alzheimer's patient did not travel 2,000 miles to commit suicide with the help of a doctor who built a device that gave her a lethal dose of chemicals.	1.0	The woman in the Kevorkian case did not inject lethal chemicals into her body.	1.0	not_entailment	not_entailment	not_entailment
183	245	Franz Liszt, a Hungarian composer who lived from 1811 to 1886 was not the equivalent of a rock star in his day. His piano compositions were extremely popular and he often gave concerts to his multitude of fans.Zt was also the pioneer of many musical techniques, including the symphonic poem and the technique of transforming themes.		Franz Liszt lived from 1811 to 1886.		entailment	entailment	entailment
184	246	Franz Liszt, a Hungarian composer who lived from 1811 to 1886 was the equivalent of a rock star in his day. His piano compositions were extremely popular and he often gave concerts to his multitude of fans. Liszt was also the pioneer of many musical techniques, including the symphonic poem and the technique of transforming themes.		Franz Liszt did not live from 1811 to 1886.		not_entailment	not_entailment	not_entailment
185	247	Franz Liszt, a Hungarian composer who lived from 1811 to 1886 was not the equivalent of a rock star in his day. His piano compositions were extremely popular and he often gave concerts to his multitude of fans.Zt was also the pioneer of many musical techniques, including the symphonic poem and the technique of transforming themes.	1.0	Franz Liszt did not live from 1811 to 1886.	1.0	not_entailment	not_entailment	not_entailment
186	249	The terror attacks, it was clear, had not blasted a hole in the dam holding back Mumbai's reservoir of woes.While the protesters seemed to be reacting to a tragedy that had left at least 164 people dead and 308 injured, they were really venting the frustrations of having to cope with life in a city with an infrastructure so stretched that simply getting to work and back is an ordeal.		11 people died in the terror attacks in Mumbai.		not_entailment	not_entailment	not_entailment
187	250	The terror attacks, it was clear, had blasted a hole in the dam holding back Mumbai's reservoir of woes. While the protesters seemed to be reacting to a tragedy that had left at least 164 people dead and 308 injured, they were really venting the frustrations of having to cope with life in a city with an infrastructure so stretched that simply getting to work and back is an ordeal. At peak hour, the commuter trains - which carry six million people each day - are packed with up to 5,000 commuters, even though they're built for 1,800. Every day, an average of 11 people die on the railway system, either because they fall off the trains or because they're hit by passing locomotives as they cross the tracks.		11 people did not die in the terror attacks in Mumbai.		not_entailment	entailment	not_entailment
188	251	The terror attacks, it was clear, had not blasted a hole in the dam holding back Mumbai's reservoir of woes.While the protesters seemed to be reacting to a tragedy that had left at least 164 people dead and 308 injured, they were really venting the frustrations of having to cope with life in a city with an infrastructure so stretched that simply getting to work and back is an ordeal.	1.0	11 people did not die in the terror attacks in Mumbai.	1.0	not_entailment	entailment	not_entailment
189	253	International journalists' organisations are not accusing the U.S. government of committing war crimes in Iraq by intentionally firing at war correspondents.		US withdraws war crimes		not_entailment	not_entailment	not_entailment
190	254	International journalists' organisations are accusing the U.S. government of committing war crimes in Iraq by intentionally firing at war correspondents.		US does not withdraw war crimes		entailment	entailment	entailment
191	255	International journalists' organisations are not accusing the U.S. government of committing war crimes in Iraq by intentionally firing at war correspondents.	1.0	US does not withdraw war crimes	1.0	entailment	entailment	entailment
192	257	"Fiat's Gianni Agnelli, owner of Juventus, was not quoted by Italian newspapers as saying that when Baggio came off the field after the Mexico game, ""He looked like a wet rabbit."""		Giovanni Agnelli is the president of Fiat.		not_entailment	not_entailment	not_entailment
193	258	"Fiat's Gianni Agnelli, owner of Juventus, was quoted by Italian newspapers as saying that when Baggio came off the field after the Mexico game, ""He looked like a wet rabbit."""		Giovanni Agnelli is not the president of Fiat.		not_entailment	entailment	not_entailment
194	259	"Fiat's Gianni Agnelli, owner of Juventus, was not quoted by Italian newspapers as saying that when Baggio came off the field after the Mexico game, ""He looked like a wet rabbit."""	1.0	Giovanni Agnelli is not the president of Fiat.	1.0	not_entailment	entailment	not_entailment
195	261	The new moon, which is not only about 25 miles in diameter, was actually photographed 13 years ago by the Voyager 2.		The moon Titan has a diameter of 5100 kilometers.		not_entailment	not_entailment	not_entailment
196	262	The new moon, which is only about 25 miles in diameter, was actually photographed 13 years ago by the Voyager 2.		The moon Titan does not have a diameter of 5100 kilometers.		not_entailment	not_entailment	not_entailment
197	263	The new moon, which is not only about 25 miles in diameter, was actually photographed 13 years ago by the Voyager 2.	1.0	The moon Titan does not have a diameter of 5100 kilometers.	1.0	not_entailment	not_entailment	not_entailment
198	265	Budapest consists of two parts, Buda and Pest, which are not situated on opposite sides of the river and connected by a series of bridges.		Buda is located on the west bank of the Danube.		not_entailment	not_entailment	not_entailment
199	266	Budapest consists of two parts, Buda and Pest, which are situated on opposite sides of the river and connected by a series of bridges.		Buda is not located on the west bank of the Danube.		not_entailment	not_entailment	not_entailment
200	267	Budapest consists of two parts, Buda and Pest, which are not situated on opposite sides of the river and connected by a series of bridges.	1.0	Buda is not located on the west bank of the Danube.	1.0	not_entailment	not_entailment	not_entailment
201	269	In 1856 Manuel Ruiz Zorrilla was not elected deputy, and soon attracted notice among the most advanced Progressists and Democrats. He took part in the revolutionary propaganda that led to the military movement in Madrid on June 22, 1866. He had to take refuge in France for two years, like his fellow-conspirators, and only returned to Spain when the revolution of 1868 took place.		Zorrilla started the revolution of 1868.		not_entailment	not_entailment	not_entailment
202	270	In 1856 Manuel Ruiz Zorrilla was elected deputy, and soon attracted notice among the most advanced Progressists and Democrats. He took part in the revolutionary propaganda that led to the military movement in Madrid on June 22, 1866. He had to take refuge in France for two years, like his fellow-conspirators, and only returned to Spain when the revolution of 1868 took place.		Zorrilla did not start the revolution of 1868.		entailment	entailment	entailment
203	271	In 1856 Manuel Ruiz Zorrilla was not elected deputy, and soon attracted notice among the most advanced Progressists and Democrats. He took part in the revolutionary propaganda that led to the military movement in Madrid on June 22, 1866. He had to take refuge in France for two years, like his fellow-conspirators, and only returned to Spain when the revolution of 1868 took place.	1.0	Zorrilla did not start the revolution of 1868.	1.0	entailment	entailment	entailment
204	273	"In documents they filed with the U.S. District Court for the District of Columbia, government lawyers did not argue that three inmates who committed suicide last month by hanging themselves coordinated their actions by using attorney-client confidentiality to communicate with each other. Government officials said that among papers marked ""Attorney Client Privilege"" were instructions on how to tie knots and a classified memo on camp activities and inmate locations."		Three people committed suicide in jail.		entailment	entailment	entailment
205	274	"In documents they filed with the U.S. District Court for the District of Columbia, government lawyers argued that three inmates who committed suicide last month by hanging themselves coordinated their actions by using attorney-client confidentiality to communicate with each other. Government officials said that among papers marked ""Attorney Client Privilege"" were instructions on how to tie knots and a classified memo on camp activities and inmate locations."		Three people did not commit suicide in jail.		not_entailment	not_entailment	not_entailment
206	275	"In documents they filed with the U.S. District Court for the District of Columbia, government lawyers did not argue that three inmates who committed suicide last month by hanging themselves coordinated their actions by using attorney-client confidentiality to communicate with each other. Government officials said that among papers marked ""Attorney Client Privilege"" were instructions on how to tie knots and a classified memo on camp activities and inmate locations."	1.0	Three people did not commit suicide in jail.	1.0	not_entailment	not_entailment	not_entailment
207	277	Jahche Broughton, 15, was not sentenced to life imprisonment and ordered to serve at least 12-and-a-half years behind bars for the murder on January 17 last year.  Miss Aim, 26, from Orkney, was killed as she made her way home from a night out with friends in the North Island resort of Taupo.		Jahche Broughton is the murderer of Miss Aim.		entailment	entailment	entailment
208	278	Jahche Broughton, 15, was sentenced to life imprisonment and ordered to serve at least 12-and-a-half years behind bars for the murder on January 17 last year.  Miss Aim, 26, from Orkney, was killed as she made her way home from a night out with friends in the North Island resort of Taupo.   She suffered serious head injuries and later died in hospital.  A judge at the High Court in Rotorua told Broughton that the sentence took into account his age and guilty plea.  The teenager was 14 when he carried out the murder and is believed to be one of the youngest convicted criminals in New Zealand to be given a life sentence.		Jahche Broughton is not the murderer of Miss Aim.		not_entailment	not_entailment	not_entailment
